docket_no,sex,race
MC-51-CR-0019557-2020,Male,Black
MC-51-CR-0012918-2020,Male,Black
MC-51-CR-0021144-2020,Male,Black
MC-51-CR-0017728-2020,Male,Black
MC-51-CR-0021322-2020,Male,Black
MC-51-CR-0019731-2020,Male,Black
MC-51-CR-0009204-2020,Female,White
MC-51-CR-0014877-2020,Male,Black
MC-51-CR-0003013-2020,Male,White
MC-51-CR-0011647-2020,Male,Black
MC-51-CR-0016786-2020,Male,Black
MC-51-CR-0013526-2020,Male,Black
MC-51-CR-0018969-2020,Male,Black
MC-51-CR-0001372-2020,Female,White
MC-51-CR-0016970-2020,Male,Black
MC-51-CR-0001114-2020,Male,Black
MC-51-CR-0014681-2020,Male,White
MC-51-CR-0013740-2020,Male,Asian/Pacific Islander
MC-51-CR-0011421-2020,Female,Black
MC-51-CR-0003275-2020,Male,White
MC-51-CR-0001232-2020,Male,White
MC-51-CR-0013466-2020,Male,White
MC-51-CR-0018829-2020,Female,Black
MC-51-CR-0011707-2020,Male,Black
MC-51-CR-0004092-2020,Male,White
MC-51-CR-0014937-2020,Male,White
MC-51-CR-0003153-2020,Male,Asian/Pacific Islander
MC-51-CR-0003335-2020,Male,Black
MC-51-CR-0011561-2020,Male,Black
MC-51-CR-0013600-2020,Male,Black
MC-51-CR-0016830-2020,Male,Black
MC-51-CR-0001054-2020,Female,Black
MC-51-CR-0006195-2020,Male,White
MC-51-CR-0021004-2020,Male,Black
MC-51-CR-0017668-2020,Male,White
MC-51-CR-0019417-2020,Male,White
MC-51-CR-0012858-2020,Male,Black
MC-51-CR-0015999-2020,Male,Black
MC-51-CR-0015509-2020,Male,Black
MC-51-CR-0009122-2020,Male,Black
MC-51-CR-0019887-2020,Male,Black
MC-51-CR-0009344-2020,Male,Black
MC-51-CR-0019671-2020,Female,White
MC-51-CR-0021262-2020,Male,Black
MC-51-CR-0011560-2020,Male,Black
MC-51-CR-0003334-2020,Male,White
MC-51-CR-0016831-2020,Male,Black
MC-51-CR-0001055-2020,Male,Black
MC-51-CR-0006194-2020,Male,White
MC-51-CR-0013601-2020,Male,Black
MC-51-CR-0013467-2020,Male,Black
MC-51-CR-0018828-2020,Female,Black
MC-51-CR-0001233-2020,Female,White
MC-51-CR-0004093-2020,Male,Black
MC-51-CR-0014936-2020,Male,Black
MC-51-CR-0003152-2020,Male,Asian/Pacific Islander
MC-51-CR-0011706-2020,Male,Black
MC-51-CR-0009345-2020,Male,White
MC-51-CR-0021263-2020,Male,White
MC-51-CR-0019670-2020,Female,White
MC-51-CR-0019416-2020,Male,Black
MC-51-CR-0012859-2020,Male,White
MC-51-CR-0015998-2020,Male,Black
MC-51-CR-0021005-2020,Male,White
MC-51-CR-0017669-2020,Female,Black
MC-51-CR-0015508-2020,Male,Black
MC-51-CR-0009123-2020,Male,Black
MC-51-CR-0018211-2020,Male,Black
MC-51-CR-0020602-2020,Male,White
MC-51-CR-0022563-2020,Male,Black
MC-51-CR-0008724-2020,Male,Black
MC-51-CR-0022705-2020,Male,Black
MC-51-CR-0008542-2020,Female,Black
MC-51-CR-0014169-2020,Male,Black
MC-51-CR-0016208-2020,Male,Black
MC-51-CR-0020464-2020,Male,White
MC-51-CR-0018077-2020,Male,Black
MC-51-CR-0012260-2020,Male,White
MC-51-CR-0000434-2020,Male,White
MC-51-CR-0002755-2020,Male,Black
MC-51-CR-0005694-2020,Male,Black
MC-51-CR-0010101-2020,Male,Black
MC-51-CR-0007965-2020,Male,White
MC-51-CR-0010367-2020,Male,White
MC-51-CR-0002533-2020,Female,Black
MC-51-CR-0007793-2020,Female,Black
MC-51-CR-0000652-2020,Male,White
MC-51-CR-0012006-2020,Male,White
MC-51-CR-0005862-2020,Male,White
MC-51-CR-0022704-2020,Male,Black
MC-51-CR-0008543-2020,Male,Black
MC-51-CR-0014168-2020,Male,Black
MC-51-CR-0018076-2020,Male,Black
MC-51-CR-0016209-2020,Male,Black
MC-51-CR-0020465-2020,Male,White
MC-51-CR-0020603-2020,Male,White
MC-51-CR-0018210-2020,Male,Black
MC-51-CR-0022562-2020,Male,Black
MC-51-CR-0008725-2020,Male,White
MC-51-CR-0010366-2020,Male,White
MC-51-CR-0012007-2020,Male,Black
MC-51-CR-0005863-2020,Male,White
MC-51-CR-0007792-2020,Male,Black
MC-51-CR-0000653-2020,Male,Black
MC-51-CR-0000435-2020,Male,White
MC-51-CR-0012261-2020,Male,White
MC-51-CR-0010100-2020,Male,White
MC-51-CR-0007964-2020,Female,Black
MC-51-CR-0002754-2020,Male,Black
MC-51-CR-0005695-2020,Male,Black
MC-51-CR-0006269-2020,Male,White
MC-51-CR-0008016-2020,Male,Black
MC-51-CR-0022251-2020,Male,Black
MC-51-CR-0020130-2020,Female,White
MC-51-CR-0018523-2020,Male,Black
MC-51-CR-0018745-2020,Male,Black
MC-51-CR-0020356-2020,Male,Black
MC-51-CR-0008270-2020,Male,Black
MC-51-CR-0022037-2020,Male,White
MC-51-CR-0010633-2020,Male,White
MC-51-CR-0002067-2020,Male,White
MC-51-CR-0015803-2020,Male,Black
MC-51-CR-0000306-2020,Male,White
MC-51-CR-0015493-2020,Female,White
MC-51-CR-0012552-2020,Male,Black
MC-51-CR-0012734-2020,Female,Black
MC-51-CR-0017904-2020,Male,White
MC-51-CR-0010455-2020,Female,White
MC-51-CR-0017594-2020,Male,White
MC-51-CR-0020357-2020,Male,Black
MC-51-CR-0018744-2020,Male,Black
MC-51-CR-0008271-2020,Male,Black
MC-51-CR-0022036-2020,Male,Black
MC-51-CR-0008017-2020,Male,Black
MC-51-CR-0022250-2020,Female,Black
MC-51-CR-0006268-2020,Male,White
MC-51-CR-0018522-2020,Female,Black
MC-51-CR-0004109-2020,Male,White
MC-51-CR-0020131-2020,Male,White
MC-51-CR-0000161-2020,Male,Black
MC-51-CR-0017905-2020,Male,White
MC-51-CR-0012735-2020,Female,White
MC-51-CR-0010454-2020,Male,Black
MC-51-CR-0017595-2020,Male,White
MC-51-CR-0002200-2020,Male,Black
MC-51-CR-0002066-2020,Male,White
MC-51-CR-0015802-2020,Male,White
MC-51-CR-0010632-2020,Male,White
MC-51-CR-0015492-2020,Female,White
MC-51-CR-0012553-2020,Male,White
MC-51-CR-0003661-2020,Male,Black
MC-51-CR-0022869-2020,Female,Black
MC-51-CR-0001990-2020,Male,Black
MC-51-CR-0006851-2020,Male,Black
MC-51-CR-0020798-2020,Male,White
MC-51-CR-0011035-2020,Male,Black
MC-51-CR-0013354-2020,Male,White
MC-51-CR-0014295-2020,Male,Black
MC-51-CR-0001500-2020,Male,Black
MC-51-CR-0001766-2020,Male,White
MC-51-CR-0004956-2020,Male,Black
MC-51-CR-0013132-2020,Male,Black
MC-51-CR-0003897-2020,Male,Black
MC-51-CR-0011253-2020,Male,White
MC-51-CR-0003407-2020,Male,Black
MC-51-CR-0008848-2020,Male,Black
MC-51-CR-0009610-2020,Male,Black
MC-51-CR-0021736-2020,Male,White
MC-51-CR-0021550-2020,Male,Black
MC-51-CR-0019143-2020,Male,Black
MC-51-CR-0007609-2020,Female,White
MC-51-CR-0009476-2020,Male,Black
MC-51-CR-0002839-2020,Male,Black
MC-51-CR-0013133-2020,Male,Black
MC-51-CR-0003896-2020,Male,Black
MC-51-CR-0003406-2020,Male,Black
MC-51-CR-0008849-2020,Male,White
MC-51-CR-0016393-2020,Female,White
MC-51-CR-0011252-2020,Male,Black
MC-51-CR-0001991-2020,Male,Black
MC-51-CR-0006850-2020,Female,Black
MC-51-CR-0011034-2020,Male,Black
MC-51-CR-0020799-2020,Male,White
MC-51-CR-0003660-2020,Female,White
MC-51-CR-0022868-2020,Male,White
MC-51-CR-0001501-2020,Male,Black
MC-51-CR-0013355-2020,Male,White
MC-51-CR-0014294-2020,Male,Black
MC-51-CR-0019142-2020,Male,Black
MC-51-CR-0021551-2020,Male,White
MC-51-CR-0009477-2020,Male,Black
MC-51-CR-0007608-2020,Male,Black
MC-51-CR-0009611-2020,Male,Black
MC-51-CR-0021737-2020,Male,Black
MC-51-CR-0019324-2020,Male,White
MC-51-CR-0008084-2020,Male,Black
MC-51-CR-0018921-2020,Male,White
MC-51-CR-0013708-2020,Male,White
MC-51-CR-0016938-2020,Male,Black
MC-51-CR-0011469-2020,Male,Black
MC-51-CR-0000394-2020,Male,Black
MC-51-CR-0007255-2020,Male,White
MC-51-CR-0015401-2020,Female,White
MC-51-CR-0012950-2020,Male,Asian/Pacific Islander
MC-51-CR-0015891-2020,Male,White
MC-51-CR-0019779-2020,Male,White
MC-51-CR-0002293-2020,Male,Black
MC-51-CR-0017506-2020,Male,Black
MC-51-CR-0015667-2020,Male,Black
MC-51-CR-0017996-2020,Male,White
MC-51-CR-0010857-2020,Male,White
MC-51-CR-0007033-2020,Male,Black
MC-51-CR-0016939-2020,Male,Black
MC-51-CR-0013709-2020,Male,White
MC-51-CR-0011468-2020,Male,White
MC-51-CR-0008085-2020,Male,Black
MC-51-CR-0018920-2020,Male,White
MC-51-CR-0017507-2020,Male,White
MC-51-CR-0005353-2020,Male,White
MC-51-CR-0002292-2020,Male,Black
MC-51-CR-0017997-2020,Male,Black
MC-51-CR-0010856-2020,Male,Black
MC-51-CR-0007032-2020,Male,Black
MC-51-CR-0015666-2020,Male,Black
MC-51-CR-0015400-2020,Male,White
MC-51-CR-0000395-2020,Male,Black
MC-51-CR-0007254-2020,Male,White
MC-51-CR-0012951-2020,Male,Black
MC-51-CR-0005135-2020,Male,Black
MC-51-CR-0015890-2020,Male,White
MC-51-CR-0014207-2020,Male,White
MC-51-CR-0001592-2020,Female,White
MC-51-CR-0018319-2020,Male,Black
MC-51-CR-0004732-2020,Male,White
MC-51-CR-0016166-2020,Female,White
MC-51-CR-0016300-2020,Male,Black
MC-51-CR-0003495-2020,Male,White
MC-51-CR-0004554-2020,Male,White
MC-51-CR-0014061-2020,Male,Black
MC-51-CR-0003805-2020,Male,White
MC-51-CR-0010009-2020,Male,Black
MC-51-CR-0012368-2020,Male,White
MC-51-CR-0009682-2020,Male,Black
MC-51-CR-0021952-2020,Male,White
MC-51-CR-0003494-2020,Male,Black
MC-51-CR-0004555-2020,Male,Black
MC-51-CR-0016301-2020,Male,Black
MC-51-CR-0014060-2020,Male,Black
MC-51-CR-0003804-2020,Male,White
MC-51-CR-0006634-2020,Male,Black
MC-51-CR-0006452-2020,Male,White
MC-51-CR-0014206-2020,Male,Black
MC-51-CR-0016167-2020,Male,White
MC-51-CR-0001903-2020,Male,White
MC-51-CR-0018318-2020,Male,Black
MC-51-CR-0004733-2020,Male,White
MC-51-CR-0021953-2020,Male,Black
MC-51-CR-0009875-2020,Male,Black
MC-51-CR-0010008-2020,Male,White
MC-51-CR-0012369-2020,Male,Black
MC-51-CR-0009683-2020,Male,White
MC-51-CR-0020038-2020,Male,White
MC-51-CR-0011795-2020,Male,White
MC-51-CR-0016654-2020,Male,Black
MC-51-CR-0004000-2020,Male,Black
MC-51-CR-0013864-2020,Male,White
MC-51-CR-0006361-2020,Male,Black
MC-51-CR-0014535-2020,Male,Black
MC-51-CR-0022359-2020,Male,Black
MC-51-CR-0008378-2020,Female,Black
MC-51-CR-0014753-2020,Male,Black
MC-51-CR-0013692-2020,Male,Black
MC-51-CR-0006107-2020,Male,White
MC-51-CR-0011963-2020,Male,Black
MC-51-CR-0004266-2020,Male,Black
MC-51-CR-0016432-2020,Male,Black
MC-51-CR-0019815-2020,Female,White
MC-51-CR-0021096-2020,Female,Black
MC-51-CR-0019485-2020,Male,Black
MC-51-CR-0002309-2020,Female,White
MC-51-CR-0006106-2020,Female,White
MC-51-CR-0011962-2020,Male,Black
MC-51-CR-0008379-2020,Male,Black
MC-51-CR-0014752-2020,Female,White
MC-51-CR-0013693-2020,Male,Black
MC-51-CR-0016433-2020,Male,White
MC-51-CR-0004267-2020,Male,Black
MC-51-CR-0004001-2020,Male,White
MC-51-CR-0013865-2020,Female,White
MC-51-CR-0011794-2020,Male,Black
MC-51-CR-0020039-2020,Female,Black
MC-51-CR-0016655-2020,Male,Black
MC-51-CR-0014534-2020,Male,Black
MC-51-CR-0022358-2020,Male,Black
MC-51-CR-0006360-2020,Male,Black
MC-51-CR-0002308-2020,Male,Black
MC-51-CR-0019814-2020,Female,White
MC-51-CR-0019484-2020,Male,Black
MC-51-CR-0021097-2020,Female,Black
MC-51-CR-0001408-2020,Female,Black
MC-51-CR-0003769-2020,Male,Black
MC-51-CR-0018283-2020,Male,Black
MC-51-CR-0001898-2020,Male,Black
MC-51-CR-0020690-2020,Male,Black
MC-51-CR-0006959-2020,Male,White
MC-51-CR-0008940-2020,Male,Black
MC-51-CR-0020866-2020,Male,White
MC-51-CR-0022797-2020,Male,Black
MC-51-CR-0005606-2020,Male,Black
MC-51-CR-0017052-2020,Male,White
MC-51-CR-0010193-2020,Male,Black
MC-51-CR-0015333-2020,Male,Black
MC-51-CR-0009718-2020,Male,Black
MC-51-CR-0007567-2020,Male,Black
MC-51-CR-0012094-2020,Male,White
MC-51-CR-0002931-2020,Female,White
MC-51-CR-0015155-2020,Male,Black
MC-51-CR-0017234-2020,Male,White
MC-51-CR-0021458-2020,Male,Black
MC-51-CR-0005460-2020,Male,White
MC-51-CR-0022796-2020,Male,Black
MC-51-CR-0020867-2020,Male,White
MC-51-CR-0001409-2020,Male,Black
MC-51-CR-0001899-2020,Male,Black
MC-51-CR-0020691-2020,Male,Black
MC-51-CR-0006958-2020,Male,Black
MC-51-CR-0003768-2020,Male,Black
MC-51-CR-0018282-2020,Male,Black
MC-51-CR-0012095-2020,Male,Black
MC-51-CR-0002930-2020,Male,Black
MC-51-CR-0015154-2020,Male,Black
MC-51-CR-0005461-2020,Male,White
MC-51-CR-0017235-2020,Male,White
MC-51-CR-0021459-2020,Male,Black
MC-51-CR-0017053-2020,Male,White
MC-51-CR-0010192-2020,Male,Black
MC-51-CR-0007566-2020,Male,Black
MC-51-CR-0015332-2020,Female,Black
MC-51-CR-0009719-2020,Male,Black
MC-51-CR-0015718-2020,Female,Black
MC-51-CR-0009333-2020,Male,Black
MC-51-CR-0010928-2020,Female,Black
MC-51-CR-0019606-2020,Male,White
MC-51-CR-0021215-2020,Female,Black
MC-51-CR-0017479-2020,Male,White
MC-51-CR-0021073-2020,Female,Black
MC-51-CR-0019460-2020,Male,Black
MC-51-CR-0009155-2020,Male,Black
MC-51-CR-0003342-2020,Male,Black
MC-51-CR-0011516-2020,Male,White
MC-51-CR-0013677-2020,Female,White
MC-51-CR-0001023-2020,Male,Black
MC-51-CR-0016847-2020,Male,White
MC-51-CR-0011986-2020,Male,Black
MC-51-CR-0013411-2020,Male,White
MC-51-CR-0011770-2020,Male,Black
MC-51-CR-0013881-2020,Female,Black
MC-51-CR-0003124-2020,Male,Black
MC-51-CR-0014940-2020,Male,White
MC-51-CR-0019461-2020,Male,Black
MC-51-CR-0021072-2020,Female,Black
MC-51-CR-0009154-2020,Male,Black
MC-51-CR-0010929-2020,Male,Black
MC-51-CR-0015719-2020,Female,Black
MC-51-CR-0009332-2020,Male,White
MC-51-CR-0021214-2020,Male,Black
MC-51-CR-0017478-2020,Male,Black
MC-51-CR-0019607-2020,Male,Black
MC-51-CR-0013410-2020,Female,White
MC-51-CR-0001244-2020,Male,White
MC-51-CR-0006385-2020,Male,White
MC-51-CR-0013880-2020,Male,Black
MC-51-CR-0003125-2020,Male,Black
MC-51-CR-0014941-2020,Male,White
MC-51-CR-0011771-2020,Male,White
MC-51-CR-0011517-2020,Male,Black
MC-51-CR-0004282-2020,Male,White
MC-51-CR-0003343-2020,Male,Black
MC-51-CR-0016846-2020,Male,White
MC-51-CR-0011987-2020,Male,Black
MC-51-CR-0013676-2020,Male,Black
MC-51-CR-0010310-2020,Male,Asian/Pacific Islander
MC-51-CR-0002544-2020,Male,Black
MC-51-CR-0005485-2020,Male,White
MC-51-CR-0000625-2020,Male,White
MC-51-CR-0005815-2020,Male,White
MC-51-CR-0012071-2020,Male,Black
MC-51-CR-0012217-2020,Male,Black
MC-51-CR-0007582-2020,Male,White
MC-51-CR-0000443-2020,Male,White
MC-51-CR-0002722-2020,Male,Black
MC-51-CR-0007912-2020,Male,Black
MC-51-CR-0010176-2020,Male,Black
MC-51-CR-0020883-2020,Male,Black
MC-51-CR-0022772-2020,Male,Black
MC-51-CR-0008535-2020,Male,Black
MC-51-CR-0020413-2020,Male,White
MC-51-CR-0018000-2020,Male,Black
MC-51-CR-0018266-2020,Male,Black
MC-51-CR-0016019-2020,Male,Black
MC-51-CR-0020675-2020,Male,Black
MC-51-CR-0022514-2020,Male,Black
MC-51-CR-0008753-2020,Male,Black
MC-51-CR-0014378-2020,Male,Black
MC-51-CR-0007583-2020,Male,Black
MC-51-CR-0000442-2020,Female,Black
MC-51-CR-0012216-2020,Male,Black
MC-51-CR-0007913-2020,Male,White
MC-51-CR-0010177-2020,Female,Black
MC-51-CR-0002723-2020,Male,Black
MC-51-CR-0002545-2020,Male,Black
MC-51-CR-0010311-2020,Male,Black
MC-51-CR-0005814-2020,Male,Black
MC-51-CR-0012070-2020,Male,Black
MC-51-CR-0016018-2020,Male,Black
MC-51-CR-0020674-2020,Male,Black
MC-51-CR-0018267-2020,Male,Black
MC-51-CR-0022515-2020,Male,Black
MC-51-CR-0008752-2020,Male,Black
MC-51-CR-0014379-2020,Male,White
MC-51-CR-0022773-2020,Female,White
MC-51-CR-0008534-2020,Male,Black
MC-51-CR-0020882-2020,Male,Black
MC-51-CR-0018001-2020,Male,Black
MC-51-CR-0020412-2020,Male,White
MC-51-CR-0015682-2020,Male,White
MC-51-CR-0012743-2020,Male,Black
MC-51-CR-0017973-2020,Male,Black
MC-51-CR-0000117-2020,Male,Black
MC-51-CR-0002276-2020,Male,White
MC-51-CR-0010422-2020,Male,Black
MC-51-CR-0010644-2020,Male,Black
MC-51-CR-0017785-2020,Male,White
MC-51-CR-0015874-2020,Male,Black
MC-51-CR-0002010-2020,Male,Black
MC-51-CR-0012525-2020,Female,Black
MC-51-CR-0018732-2020,Male,Black
MC-51-CR-0004319-2020,Female,Black
MC-51-CR-0020321-2020,Male,Black
MC-51-CR-0008207-2020,Male,Black
MC-51-CR-0022040-2020,Male,Black
MC-51-CR-0008061-2020,Female,Black
MC-51-CR-0022226-2020,Male,White
MC-51-CR-0020147-2020,Male,White
MC-51-CR-0018554-2020,Male,Black
MC-51-CR-0015875-2020,Male,White
MC-51-CR-0010645-2020,Male,Black
MC-51-CR-0017784-2020,Male,White
MC-51-CR-0012524-2020,Male,Black
MC-51-CR-0017972-2020,Male,Black
MC-51-CR-0000116-2020,Male,Black
MC-51-CR-0015683-2020,Male,White
MC-51-CR-0012742-2020,Male,Black
MC-51-CR-0010423-2020,Male,Black
MC-51-CR-0002277-2020,Female,White
MC-51-CR-0008060-2020,Male,White
MC-51-CR-0022227-2020,Male,White
MC-51-CR-0018555-2020,Male,Black
MC-51-CR-0020146-2020,Male,Black
MC-51-CR-0020320-2020,Male,Black
MC-51-CR-0018733-2020,Male,Black
MC-51-CR-0004318-2020,Female,White
MC-51-CR-0006079-2020,Female,Black
MC-51-CR-0008206-2020,Male,White
MC-51-CR-0022041-2020,Male,Black
MC-51-CR-0021527-2020,Female,White
MC-51-CR-0009891-2020,Male,Black
MC-51-CR-0019134-2020,Male,White
MC-51-CR-0009401-2020,Male,Black
MC-51-CR-0009667-2020,Male,Black
MC-51-CR-0007418-2020,Male,Black
MC-51-CR-0005779-2020,Male,White
MC-51-CR-0019352-2020,Male,White
MC-51-CR-0000949-2020,Male,Black
MC-51-CR-0007888-2020,Female,Black
MC-51-CR-0021741-2020,Male,Black
MC-51-CR-0020919-2020,Male,Black
MC-51-CR-0001711-2020,Male,Black
MC-51-CR-0013145-2020,Male,White
MC-51-CR-0004921-2020,Male,White
MC-51-CR-0014084-2020,Male,Black
MC-51-CR-0020589-2020,Male,Black
MC-51-CR-0011224-2020,Male,White
MC-51-CR-0003470-2020,Male,Black
MC-51-CR-0016183-2020,Male,Black
MC-51-CR-0011042-2020,Male,White
MC-51-CR-0006826-2020,Male,Black
MC-51-CR-0013323-2020,Female,Black
MC-51-CR-0007419-2020,Male,Black
MC-51-CR-0009666-2020,Male,Black
MC-51-CR-0000948-2020,Male,Black
MC-51-CR-0007889-2020,Female,Black
MC-51-CR-0021740-2020,Male,Black
MC-51-CR-0005778-2020,Male,White
MC-51-CR-0019353-2020,Male,White
MC-51-CR-0009890-2020,Male,White
MC-51-CR-0019135-2020,Male,Black
MC-51-CR-0021526-2020,Male,White
MC-51-CR-0009400-2020,Female,White
MC-51-CR-0016182-2020,Male,Black
MC-51-CR-0011043-2020,Male,Black
MC-51-CR-0006827-2020,Male,Black
MC-51-CR-0003617-2020,Male,White
MC-51-CR-0001576-2020,Male,Black
MC-51-CR-0013322-2020,Male,Black
MC-51-CR-0013144-2020,Male,Black
MC-51-CR-0014085-2020,Male,Black
MC-51-CR-0020918-2020,Male,Black
MC-51-CR-0001710-2020,Male,White
MC-51-CR-0003471-2020,Male,Black
MC-51-CR-0011225-2020,Male,Black
MC-51-CR-0020588-2020,Male,White
MC-51-CR-0005325-2020,Male,Black
MC-51-CR-0017571-2020,Male,Black
MC-51-CR-0015610-2020,Male,White
MC-51-CR-0000185-2020,Male,Black
MC-51-CR-0007044-2020,Male,Black
MC-51-CR-0010820-2020,Male,White
MC-51-CR-0007222-2020,Female,Black
MC-51-CR-0015476-2020,Male,Black
MC-51-CR-0017717-2020,Male,Black
MC-51-CR-0005143-2020,Male,White
MC-51-CR-0019568-2020,Female,Black
MC-51-CR-0012927-2020,Male,White
MC-51-CR-0002082-2020,Female,Black
MC-51-CR-0008295-2020,Female,Black
MC-51-CR-0011678-2020,Female,Black
MC-51-CR-0013989-2020,Male,Black
MC-51-CR-0014848-2020,Male,Black
MC-51-CR-0013519-2020,Male,White
MC-51-CR-0018956-2020,Male,White
MC-51-CR-0015477-2020,Male,Black
MC-51-CR-0007223-2020,Male,Black
MC-51-CR-0005142-2020,Male,White
MC-51-CR-0019569-2020,Male,White
MC-51-CR-0012926-2020,Male,White
MC-51-CR-0002083-2020,Female,Black
MC-51-CR-0017716-2020,Male,Black
MC-51-CR-0017570-2020,Male,Black
MC-51-CR-0007045-2020,Male,Black
MC-51-CR-0010821-2020,Male,White
MC-51-CR-0015611-2020,Male,White
MC-51-CR-0013988-2020,Male,Black
MC-51-CR-0014849-2020,Female,White
MC-51-CR-0011679-2020,Male,Black
MC-51-CR-0013518-2020,Female,White
MC-51-CR-0018957-2020,Male,Black
MC-51-CR-0008294-2020,Female,Black
MC-51-CR-0021925-2020,Male,Black
MC-51-CR-0012179-2020,Male,Black
MC-51-CR-0009493-2020,Male,Black
MC-51-CR-0010218-2020,Male,Black
MC-51-CR-0009803-2020,Male,Black
MC-51-CR-0016377-2020,Male,White
MC-51-CR-0018108-2020,Male,White
MC-51-CR-0004523-2020,Male,Black
MC-51-CR-0006642-2020,Male,Black
MC-51-CR-0001783-2020,Female,White
MC-51-CR-0003872-2020,Male,Black
MC-51-CR-0014016-2020,Male,White
MC-51-CR-0014270-2020,Male,White
MC-51-CR-0006424-2020,Male,Black
MC-51-CR-0003684-2020,Male,Black
MC-51-CR-0004745-2020,Male,White
MC-51-CR-0001975-2020,Male,Black
MC-51-CR-0016111-2020,Male,Black
MC-51-CR-0012178-2020,Male,White
MC-51-CR-0009492-2020,Male,Black
MC-51-CR-0021924-2020,Male,Black
MC-51-CR-0009802-2020,Male,Black
MC-51-CR-0010219-2020,Male,White
MC-51-CR-0006425-2020,Male,Black
MC-51-CR-0014271-2020,Male,Black
MC-51-CR-0001974-2020,Male,Black
MC-51-CR-0016110-2020,Male,Black
MC-51-CR-0003685-2020,Male,Black
MC-51-CR-0004744-2020,Male,White
MC-51-CR-0018109-2020,Female,Black
MC-51-CR-0004522-2020,Male,Black
MC-51-CR-0016376-2020,Male,White
MC-51-CR-0003873-2020,Male,Black
MC-51-CR-0014017-2020,Male,White
MC-51-CR-0006643-2020,Male,Black
MC-51-CR-0001782-2020,Male,White
MC-51-CR-0019694-2020,Male,White
MC-51-CR-0021287-2020,Male,Black
MC-51-CR-0019862-2020,Male,White
MC-51-CR-0014724-2020,Female,Black
MC-51-CR-0022148-2020,Male,Black
MC-51-CR-0011914-2020,Male,White
MC-51-CR-0006170-2020,Male,Black
MC-51-CR-0004211-2020,Male,White
MC-51-CR-0020229-2020,Male,Black
MC-51-CR-0011584-2020,Male,Black
MC-51-CR-0016445-2020,Male,Black
MC-51-CR-0016623-2020,Male,White
MC-51-CR-0013813-2020,Female,Black
MC-51-CR-0004077-2020,Male,Black
MC-51-CR-0006316-2020,Male,Black
MC-51-CR-0008169-2020,Male,Black
MC-51-CR-0014542-2020,Male,Black
MC-51-CR-0013483-2020,Male,Black
MC-51-CR-0019863-2020,Male,Black
MC-51-CR-0021286-2020,Male,White
MC-51-CR-0019695-2020,Male,White
MC-51-CR-0013812-2020,Male,Black
MC-51-CR-0004076-2020,Male,Black
MC-51-CR-0016622-2020,Male,White
MC-51-CR-0008168-2020,Male,Black
MC-51-CR-0014543-2020,Male,Black
MC-51-CR-0013482-2020,Male,Black
MC-51-CR-0006317-2020,Male,Black
MC-51-CR-0011915-2020,Male,Black
MC-51-CR-0006171-2020,Female,Black
MC-51-CR-0014725-2020,Male,Black
MC-51-CR-0022149-2020,Male,Black
MC-51-CR-0011585-2020,Male,Black
MC-51-CR-0020228-2020,Male,White
MC-51-CR-0016444-2020,Male,Black
MC-51-CR-0007776-2020,Male,Black
MC-51-CR-0005887-2020,Male,Black
MC-51-CR-0015122-2020,Male,Black
MC-51-CR-0009509-2020,Male,Black
MC-51-CR-0002946-2020,Male,White
MC-51-CR-0017243-2020,Male,Black
MC-51-CR-0010382-2020,Male,Black
MC-51-CR-0005417-2020,Female,Black
MC-51-CR-0005671-2020,Female,Black
MC-51-CR-0017025-2020,Male,Black
MC-51-CR-0000841-2020,Male,Black
MC-51-CR-0021649-2020,Male,White
MC-51-CR-0007980-2020,Male,Black
MC-51-CR-0012285-2020,Male,Black
MC-51-CR-0015344-2020,Male,White
MC-51-CR-0020481-2020,Male,Black
MC-51-CR-0003578-2020,Male,Black
MC-51-CR-0008937-2020,Male,Black
MC-51-CR-0018092-2020,Male,Black
MC-51-CR-0020811-2020,Male,White
MC-51-CR-0022586-2020,Male,White
MC-51-CR-0017024-2020,Female,White
MC-51-CR-0000840-2020,Female,Black
MC-51-CR-0021648-2020,Male,White
MC-51-CR-0007981-2020,Male,Black
MC-51-CR-0005670-2020,Male,White
MC-51-CR-0007511-2020,Male,Black
MC-51-CR-0012284-2020,Male,White
MC-51-CR-0015345-2020,Male,White
MC-51-CR-0015123-2020,Male,White
MC-51-CR-0009508-2020,Female,White
MC-51-CR-0002947-2020,Male,White
MC-51-CR-0007777-2020,Male,White
MC-51-CR-0009998-2020,Male,White
MC-51-CR-0005416-2020,Male,White
MC-51-CR-0017242-2020,Male,Black
MC-51-CR-0010383-2020,Female,Black
MC-51-CR-0022587-2020,Male,Black
MC-51-CR-0003579-2020,Male,Black
MC-51-CR-0008936-2020,Male,Black
MC-51-CR-0018093-2020,Male,Black
MC-51-CR-0020480-2020,Female,White
MC-51-CR-0020810-2020,Male,White
MC-51-CR-0001618-2020,Male,White
MC-51-CR-0022857-2020,Male,Black
MC-51-CR-0008680-2020,Male,Black
MC-51-CR-0006699-2020,Female,Black
MC-51-CR-0020950-2020,Male,Black
MC-51-CR-0001758-2020,Male,Black
MC-51-CR-0004968-2020,Male,Black
MC-51-CR-0008876-2020,Male,Black
MC-51-CR-0015205-2020,Male,White
MC-51-CR-0007451-2020,Male,Black
MC-51-CR-0000590-2020,Male,Black
MC-51-CR-0017164-2020,Male,Black
MC-51-CR-0000900-2020,Male,Black
